Line#,Date,"Thermocouple - Std Dev (RAW-C-20 20107267:20088126-2S), C, Arizona VT SE KMP08 AZ VT1 Tcell","Thermocouple - Avg (RAW-C-20 20107267:20088126-2A), C, Arizona VT SE KMP08 AZ VT1 Tcell","Thermocouple - Max (RAW-C-20 20107267:20088126-2x), C, Arizona VT SE KMP08 AZ VT1 Tcell","Thermocouple - Min (RAW-C-20 20107267:20088126-2m), C, Arizona VT SE KMP08 AZ VT1 Tcell","Thermocouple (RAW-C-20 20107267:20088126-2), C, Arizona VT SE KMP08 AZ VT1 Tcell","Voltage - Std Dev (RAW-V-5 20107267:20088126-1S), V, Arizona VT SE KMP08 AZ VT1 Voc","Voltage - Avg (RAW-V-5 20107267:20088126-1A), V, Arizona VT SE KMP08 AZ VT1 Voc","Voltage - Max (RAW-V-5 20107267:20088126-1x), V, Arizona VT SE KMP08 AZ VT1 Voc","Voltage - Min (RAW-V-5 20107267:20088126-1m), V, Arizona VT SE KMP08 AZ VT1 Voc","Voltage (RAW-V-5 20107267:20088126-1), V, Arizona VT SE KMP08 AZ VT1 Voc","Battery (RX3000 BATTERY 20107267:20107267-B), V, Arizona VT SE KMP08","Thermocouple - Std Dev (RAW-C-20 20107267:20088126-2S), C, Arizona VT SE KMP8 AZ VT1 Tcell","Thermocouple - Avg (RAW-C-20 20107267:20088126-2A), C, Arizona VT SE KMP8 AZ VT1 Tcell","Thermocouple - Max (RAW-C-20 20107267:20088126-2x), C, Arizona VT SE KMP8 AZ VT1 Tcell","Thermocouple - Min (RAW-C-20 20107267:20088126-2m), C, Arizona VT SE KMP8 AZ VT1 Tcell","Thermocouple (RAW-C-20 20107267:20088126-2), C, Arizona VT SE KMP8 AZ VT1 Tcell","Voltage - Std Dev (RAW-V-5 20107267:20088126-1S), V, Arizona VT SE KMP8 AZ VT1 Voc","Voltage - Avg (RAW-V-5 20107267:20088126-1A), V, Arizona VT SE KMP8 AZ VT1 Voc","Voltage - Max (RAW-V-5 20107267:20088126-1x), V, Arizona VT SE KMP8 AZ VT1 Voc","Voltage - Min (RAW-V-5 20107267:20088126-1m), V, Arizona VT SE KMP8 AZ VT1 Voc","Voltage (RAW-V-5 20107267:20088126-1), V, Arizona VT SE KMP8 AZ VT1 Voc","Battery (RX3000 BATTERY 20107267:20107267-B), V, Arizona VT SE KMP8","Thermocouple - Std Dev (RAW-C-20 20107267:20088126-2S), C, Arizona VT 1 AZ VT1 Tcell","Thermocouple - Avg (RAW-C-20 20107267:20088126-2A), C, Arizona VT 1 AZ VT1 Tcell","Thermocouple - Max (RAW-C-20 20107267:20088126-2x), C, Arizona VT 1 AZ VT1 Tcell","Thermocouple - Min (RAW-C-20 20107267:20088126-2m), C, Arizona VT 1 AZ VT1 Tcell","Thermocouple (RAW-C-20 20107267:20088126-2), C, Arizona VT 1 AZ VT1 Tcell","Voltage - Std Dev (RAW-V-5 20107267:20088126-1S), V, Arizona VT 1 AZ VT1 Voc","Voltage - Avg (RAW-V-5 20107267:20088126-1A), V, Arizona VT 1 AZ VT1 Voc","Voltage - Max (RAW-V-5 20107267:20088126-1x), V, Arizona VT 1 AZ VT1 Voc","Voltage - Min (RAW-V-5 20107267:20088126-1m), V, Arizona VT 1 AZ VT1 Voc","Voltage (RAW-V-5 20107267:20088126-1), V, Arizona VT 1 AZ VT1 Voc","Battery (RX3000 BATTERY 20107267:20107267-B), V, Arizona VT 1","Battery (RX3000 BATTERY 20107267:20107267-B), V, Arizona VT Center"
221,08/21/17 19:26:00,,,,,35.686,,,,,0.3412,,,,,,,,,,,,,,,,,,,,,,,,
222,08/21/17 19:27:00,,,,,35.475,,,,,0.3293,,,,,,,,,,,,,,,,,,,,,,,,
223,08/21/17 19:28:00,,,,,35.518,,,,,0.3163,,,,,,,,,,,,,,,,,,,,,,,,
224,08/21/17 19:29:00,,,,,35.502,,,,,0.3022,,,,,,,,,,,,,,,,,,,,,,,,
225,08/21/17 19:30:00,,,,,35.214,,,,,0.2870,4.395,,,,,,,,,,,,,,,,,,,,,,,
226,08/21/17 19:31:00,,,,,34.406,,,,,0.2707,,,,,,,,,,,,,,,,,,,,,,,,
227,08/21/17 19:32:00,,,,,33.999,,,,,0.2535,,,,,,,,,,,,,,,,,,,,,,,,
228,08/21/17 19:33:00,,,,,35.274,,,,,0.2355,,,,,,,,,,,,,,,,,,,,,,,,
229,08/21/17 19:34:00,,,,,34.069,,,,,0.2169,,,,,,,,,,,,,,,,,,,,,,,,
230,08/21/17 19:35:00,,,,,34.943,,,,,0.1979,4.395,,,,,,,,,,,,,,,,,,,,,,,
231,08/21/17 19:36:00,,,,,34.997,,,,,0.1794,,,,,,,,,,,,,,,,,,,,,,,,
232,08/21/17 19:37:00,,,,,35.040,,,,,0.1614,,,,,,,,,,,,,,,,,,,,,,,,
233,08/21/17 19:38:00,,,,,33.793,,,,,0.1445,,,,,,,,,,,,,,,,,,,,,,,,
234,08/21/17 19:39:00,,,,,34.889,,,,,0.1289,,,,,,,,,,,,,,,,,,,,,,,,
235,08/21/17 19:40:00,,,,,34.954,,,,,0.1140,4.395,,,,,,,,,,,,,,,,,,,,,,,
236,08/21/17 19:41:00,,,,,33.586,,,,,0.1002,,,,,,,,,,,,,,,,,,,,,,,,
237,08/21/17 19:42:00,,,,,33.527,,,,,0.0877,,,,,,,,,,,,,,,,,,,,,,,,
238,08/21/17 19:43:00,,,,,34.688,,,,,0.0761,,,,,,,,,,,,,,,,,,,,,,,,
239,08/21/17 19:44:00,,,,,34.769,,,,,0.0659,,,,,,,,,,,,,,,,,,,,,,,,
240,08/21/17 19:45:00,,,,,34.715,,,,,0.0567,4.394,,,,,,,,,,,,,,,,,,,,,,,
241,08/21/17 19:46:00,,,,,34.742,,,,,0.0485,,,,,,,,,,,,,,,,,,,,,,,,
242,08/21/17 19:47:00,,,,,33.364,,,,,0.0412,,,,,,,,,,,,,,,,,,,,,,,,
243,08/21/17 19:48:00,,,,,33.472,,,,,0.0349,,,,,,,,,,,,,,,,,,,,,,,,
244,08/21/17 19:49:00,,,,,33.700,,,,,0.0293,,,,,,,,,,,,,,,,,,,,,,,,
245,08/21/17 19:50:00,,,,,33.614,,,,,0.0247,4.385,,,,,,,,,,,,,,,,,,,,,,,
246,08/21/17 19:51:00,,,,,34.547,,,,,0.0208,,,,,,,,,,,,,,,,,,,,,,,,
247,08/21/17 19:52:00,,,,,34.590,,,,,0.0174,,,,,,,,,,,,,,,,,,,,,,,,
248,08/21/17 19:53:00,,,,,33.619,,,,,0.0146,,,,,,,,,,,,,,,,,,,,,,,,
249,08/21/17 19:54:00,,,,,34.661,,,,,0.0122,,,,,,,,,,,,,,,,,,,,,,,,
250,08/21/17 19:55:00,,,,,34.883,,,,,0.0105,4.380,,,,,,,,,,,,,,,,,,,,,,,
251,08/21/17 19:56:00,,,,,34.606,,,,,0.0089,,,,,,,,,,,,,,,,,,,,,,,,
252,08/21/17 19:57:00,,,,,34.682,,,,,0.0077,,,,,,,,,,,,,,,,,,,,,,,,
253,08/21/17 19:58:00,,,,,34.335,,,,,0.0066,,,,,,,,,,,,,,,,,,,,,,,,
254,08/21/17 19:59:00,,,,,34.417,,,,,0.0055,,,,,,,,,,,,,,,,,,,,,,,,
255,08/21/17 20:00:00,,,,,34.596,,,,,0.0049,4.388,,,,,,,,,,,,,,,,,,,,,,,
256,08/21/17 20:01:00,,,,,34.856,,,,,0.0042,,,,,,,,,,,,,,,,,,,,,,,,
257,08/21/17 20:02:00,,,,,34.395,,,,,0.0036,,,,,,,,,,,,,,,,,,,,,,,,
258,08/21/17 20:03:00,,,,,34.655,,,,,0.0031,,,,,,,,,,,,,,,,,,,,,,,,
259,08/21/17 20:04:00,,,,,33.565,,,,,0.0028,,,,,,,,,,,,,,,,,,,,,,,,
260,08/21/17 20:05:00,,,,,34.612,,,,,0.0025,4.389,,,,,,,,,,,,,,,,,,,,,,,
261,08/21/17 20:06:00,,,,,34.498,,,,,0.0023,,,,,,,,,,,,,,,,,,,,,,,,
262,08/21/17 20:07:00,,,,,34.427,,,,,0.0020,,,,,,,,,,,,,,,,,,,,,,,,
263,08/21/17 20:08:00,,,,,34.308,,,,,0.0019,,,,,,,,,,,,,,,,,,,,,,,,
264,08/21/17 20:09:00,,,,,34.140,,,,,0.0017,,,,,,,,,,,,,,,,,,,,,,,,
265,08/21/17 20:10:00,,,,,34.308,,,,,0.0017,4.389,,,,,,,,,,,,,,,,,,,,,,,
266,08/21/17 20:11:00,,,,,34.259,,,,,0.0016,,,,,,,,,,,,,,,,,,,,,,,,
267,08/21/17 20:12:00,,,,,34.086,,,,,0.0014,,,,,,,,,,,,,,,,,,,,,,,,
268,08/21/17 20:13:00,,,,,33.945,,,,,0.0014,,,,,,,,,,,,,,,,,,,,,,,,
269,08/21/17 20:14:00,,,,,34.156,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
270,08/21/17 20:15:00,,,,,32.854,,,,,0.0013,4.389,,,,,,,,,,,,,,,,,,,,,,,
271,08/21/17 20:16:00,,,,,34.053,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
272,08/21/17 20:17:00,,,,,33.928,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
273,08/21/17 20:18:00,,,,,33.825,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
274,08/21/17 20:19:00,,,,,32.648,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
275,08/21/17 20:20:00,,,,,33.890,,,,,0.0011,4.389,,,,,,,,,,,,,,,,,,,,,,,
276,08/21/17 20:21:00,,,,,32.735,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
277,08/21/17 20:22:00,,,,,33.782,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
278,08/21/17 20:23:00,,,,,33.586,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
279,08/21/17 20:24:00,,,,,32.659,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
280,08/21/17 20:25:00,,,,,33.765,,,,,0.0011,4.389,,,,,,,,,,,,,,,,,,,,,,,
281,08/21/17 20:26:00,,,,,33.657,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
282,08/21/17 20:27:00,,,,,32.387,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
283,08/21/17 20:28:00,,,,,33.690,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
284,08/21/17 20:29:00,,,,,33.440,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
285,08/21/17 20:30:00,,,,,33.483,,,,,0.0011,4.388,,,,,,,,,,,,,,,,,,,,,,,
286,08/21/17 20:31:00,,,,,33.445,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
287,08/21/17 20:32:00,,,,,33.207,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
288,08/21/17 20:33:00,,,,,33.212,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
289,08/21/17 20:34:00,,,,,33.342,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
290,08/21/17 20:35:00,,,,,33.245,,,,,0.0011,4.388,,,,,,,,,,,,,,,,,,,,,,,
291,08/21/17 20:36:00,,,,,33.228,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
292,08/21/17 20:37:00,,,,,31.693,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
293,08/21/17 20:38:00,,,,,33.071,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
294,08/21/17 20:39:00,,,,,32.143,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
295,08/21/17 20:40:00,,,,,33.011,,,,,0.0011,4.388,,,,,,,,,,,,,,,,,,,,,,,
296,08/21/17 20:41:00,,,,,33.196,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
297,08/21/17 20:42:00,,,,,32.892,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
298,08/21/17 20:43:00,,,,,32.621,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
299,08/21/17 20:44:00,,,,,33.011,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
300,08/21/17 20:45:00,,,,,32.398,,,,,0.0011,4.388,,,,,,,,,,,,,,,,,,,,,,,
301,08/21/17 20:46:00,,,,,31.243,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
302,08/21/17 20:47:00,,,,,32.480,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
303,08/21/17 20:48:00,,,,,32.420,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
304,08/21/17 20:49:00,,,,,32.415,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
305,08/21/17 20:50:00,,,,,32.349,,,,,0.0011,4.388,,,,,,,,,,,,,,,,,,,,,,,
306,08/21/17 20:51:00,,,,,32.398,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
307,08/21/17 20:52:00,,,,,32.604,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
308,08/21/17 20:53:00,,,,,32.442,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
309,08/21/17 20:54:00,,,,,32.642,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
310,08/21/17 20:55:00,,,,,31.438,,,,,0.0011,4.386,,,,,,,,,,,,,,,,,,,,,,,
311,08/21/17 20:56:00,,,,,32.490,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
312,08/21/17 20:57:00,,,,,32.702,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
313,08/21/17 20:58:00,,,,,32.594,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
314,08/21/17 20:59:00,,,,,32.382,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
315,08/21/17 21:00:00,,,,,31.297,,,,,0.0011,4.386,,,,,,,,,,,,,,,,,,,,,,,
316,08/21/17 21:01:00,,,,,32.246,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
317,08/21/17 21:02:00,,,,,31.243,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
318,08/21/17 21:03:00,,,,,32.463,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
319,08/21/17 21:04:00,,,,,31.069,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
320,08/21/17 21:05:00,,,,,32.311,,,,,0.0013,4.386,,,,,,,,,,,,,,,,,,,,,,,
321,08/21/17 21:06:00,,,,,32.556,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
322,08/21/17 21:07:00,,,,,31.237,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
323,08/21/17 21:08:00,,,,,32.279,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
324,08/21/17 21:09:00,,,,,32.680,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
325,08/21/17 21:10:00,,,,,32.507,,,,,0.0011,4.386,,,,,,,,,,,,,,,,,,,,,,,
326,08/21/17 21:11:00,,,,,32.371,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
327,08/21/17 21:12:00,,,,,32.458,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
328,08/21/17 21:13:00,,,,,32.382,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
329,08/21/17 21:14:00,,,,,32.290,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
330,08/21/17 21:15:00,,,,,32.279,,,,,0.0011,4.385,,,,,,,,,,,,,,,,,,,,,,,
331,08/21/17 21:16:00,,,,,32.149,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
332,08/21/17 21:17:00,,,,,32.056,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
333,08/21/17 21:18:00,,,,,32.214,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
334,08/21/17 21:19:00,,,,,32.252,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
335,08/21/17 21:20:00,,,,,32.100,,,,,0.0011,4.385,,,,,,,,,,,,,,,,,,,,,,,
336,08/21/17 21:21:00,,,,,32.284,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
337,08/21/17 21:22:00,,,,,32.322,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
338,08/21/17 21:23:00,,,,,31.145,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
339,08/21/17 21:24:00,,,,,32.447,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
340,08/21/17 21:25:00,,,,,32.648,,,,,0.0011,4.385,,,,,,,,,,,,,,,,,,,,,,,
341,08/21/17 21:26:00,,,,,32.615,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
342,08/21/17 21:27:00,,,,,31.959,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
343,08/21/17 21:28:00,,,,,32.745,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
344,08/21/17 21:29:00,,,,,33.272,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
345,08/21/17 21:30:00,,,,,33.169,,,,,0.0011,4.385,,,,,,,,,,,,,,,,,,,,,,,
346,08/21/17 21:31:00,,,,,33.169,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
347,08/21/17 21:32:00,,,,,33.104,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
348,08/21/17 21:33:00,,,,,31.856,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
349,08/21/17 21:34:00,,,,,32.984,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
350,08/21/17 21:35:00,,,,,32.832,,,,,0.0011,4.383,,,,,,,,,,,,,,,,,,,,,,,
351,08/21/17 21:36:00,,,,,32.870,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
352,08/21/17 21:37:00,,,,,32.838,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
353,08/21/17 21:38:00,,,,,32.919,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
354,08/21/17 21:39:00,,,,,32.659,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
355,08/21/17 21:40:00,,,,,32.415,,,,,0.0011,4.383,,,,,,,,,,,,,,,,,,,,,,,
356,08/21/17 21:41:00,,,,,32.762,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
357,08/21/17 21:42:00,,,,,31.682,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
358,08/21/17 21:43:00,,,,,32.854,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
359,08/21/17 21:44:00,,,,,32.767,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
360,08/21/17 21:45:00,,,,,32.610,,,,,0.0011,4.383,,,,,,,,,,,,,,,,,,,,,,,
361,08/21/17 21:46:00,,,,,32.832,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
362,08/21/17 21:47:00,,,,,32.642,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
363,08/21/17 21:48:00,,,,,32.604,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
364,08/21/17 21:49:00,,,,,32.279,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
365,08/21/17 21:50:00,,,,,32.425,,,,,0.0011,4.383,,,,,,,,,,,,,,,,,,,,,,,
366,08/21/17 21:51:00,,,,,31.183,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
367,08/21/17 21:52:00,,,,,32.398,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
368,08/21/17 21:53:00,,,,,31.150,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
369,08/21/17 21:54:00,,,,,32.203,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
370,08/21/17 21:55:00,,,,,32.051,,,,,0.0013,4.383,,,,,,,,,,,,,,,,,,,,,,,
371,08/21/17 21:56:00,,,,,32.219,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
372,08/21/17 21:57:00,,,,,32.046,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
373,08/21/17 21:58:00,,,,,32.132,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
374,08/21/17 21:59:00,,,,,32.176,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
375,08/21/17 22:00:00,,,,,32.035,,,,,0.0011,4.383,,,,,,,,,,,,,,,,,,,,,,,
376,08/21/17 22:01:00,,,,,31.492,,,,,0.0014,,,,,,,,,,,,,,,,,,,,,,,,
377,08/21/17 22:02:00,,,,,30.830,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
378,08/21/17 22:03:00,,,,,30.819,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
379,08/21/17 22:04:00,,,,,31.677,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
380,08/21/17 22:05:00,,,,,31.970,,,,,0.0011,4.383,,,,,,,,,,,,,,,,,,,,,,,
381,08/21/17 22:06:00,,,,,31.731,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
382,08/21/17 22:07:00,,,,,32.051,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
383,08/21/17 22:08:00,,,,,31.964,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
384,08/21/17 22:09:00,,,,,31.942,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
385,08/21/17 22:10:00,,,,,31.769,,,,,0.0013,4.382,,,,,,,,,,,,,,,,,,,,,,,
386,08/21/17 22:11:00,,,,,31.742,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
387,08/21/17 22:12:00,,,,,31.894,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
388,08/21/17 22:13:00,,,,,32.029,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
389,08/21/17 22:14:00,,,,,32.122,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
390,08/21/17 22:15:00,,,,,31.845,,,,,0.0011,4.382,,,,,,,,,,,,,,,,,,,,,,,
391,08/21/17 22:16:00,,,,,32.013,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
392,08/21/17 22:17:00,,,,,31.042,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
393,08/21/17 22:18:00,,,,,32.029,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
394,08/21/17 22:19:00,,,,,31.942,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
395,08/21/17 22:20:00,,,,,31.845,,,,,0.0011,4.382,,,,,,,,,,,,,,,,,,,,,,,
396,08/21/17 22:21:00,,,,,30.803,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
397,08/21/17 22:22:00,,,,,31.769,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
398,08/21/17 22:23:00,,,,,30.733,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
399,08/21/17 22:24:00,,,,,31.970,,,,,0.0014,,,,,,,,,,,,,,,,,,,,,,,,
400,08/21/17 22:25:00,,,,,31.715,,,,,0.0011,4.382,,,,,,,,,,,,,,,,,,,,,,,
401,08/21/17 22:26:00,,,,,31.639,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
402,08/21/17 22:27:00,,,,,31.682,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
403,08/21/17 22:28:00,,,,,31.829,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
404,08/21/17 22:29:00,,,,,31.980,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
405,08/21/17 22:30:00,,,,,31.671,,,,,0.0013,4.382,,,,,,,,,,,,,,,,,,,,,,,
406,08/21/17 22:31:00,,,,,31.715,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
407,08/21/17 22:32:00,,,,,31.953,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
408,08/21/17 22:33:00,,,,,31.796,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
409,08/21/17 22:34:00,,,,,31.563,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
410,08/21/17 22:35:00,,,,,30.657,,,,,0.0013,4.382,,,,,,,,,,,,,,,,,,,,,,,
411,08/21/17 22:36:00,,,,,31.584,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
412,08/21/17 22:37:00,,,,,31.584,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
413,08/21/17 22:38:00,,,,,30.592,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
414,08/21/17 22:39:00,,,,,31.465,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
415,08/21/17 22:40:00,,,,,31.259,,,,,0.0011,4.382,,,,,,,,,,,,,,,,,,,,,,,
416,08/21/17 22:41:00,,,,,31.449,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
417,08/21/17 22:42:00,,,,,31.416,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
418,08/21/17 22:43:00,,,,,31.487,,,,,0.0011,,,,,,,,,,,,,,,,,,,,,,,,
419,08/21/17 22:44:00,,,,,31.503,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
420,08/21/17 22:45:00,,,,,31.264,,,,,0.0013,4.380,,,,,,,,,,,,,,,,,,,,,,,
421,08/21/17 22:46:00,,,,,31.395,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
422,08/21/17 22:47:00,,,,,31.492,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
423,08/21/17 22:48:00,,,,,31.400,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
424,08/21/17 22:49:00,,,,,31.416,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
425,08/21/17 22:50:00,,,,,31.427,,,,,0.0013,4.380,,,,,,,,,,,,,,,,,,,,,,,
426,08/21/17 22:51:00,,,,,31.178,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
427,08/21/17 22:52:00,,,,,31.313,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
428,08/21/17 22:53:00,,,,,30.998,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
429,08/21/17 22:54:00,,,,,30.939,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
430,08/21/17 22:55:00,,,,,31.080,,,,,0.0011,4.380,,,,,,,,,,,,,,,,,,,,,,,
431,08/21/17 22:56:00,,,,,31.053,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
432,08/21/17 22:57:00,,,,,31.074,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
433,08/21/17 22:58:00,,,,,31.215,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
434,08/21/17 22:59:00,,,,,31.183,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
435,08/21/17 23:00:00,,,,,31.026,,,,,0.0013,4.379,,,,,,,,,,,,,,,,,,,,,,,
436,08/21/17 23:01:00,,,,,30.874,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
437,08/21/17 23:02:00,,,,,30.993,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
438,08/21/17 23:03:00,,,,,30.912,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
439,08/21/17 23:04:00,,,,,30.743,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,
440,08/21/17 23:05:00,,,,,30.928,,,,,0.0013,4.379,,,,,,,,,,,,,,,,,,,,,,,
